10287,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,351,64.3
4398,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2170,22.7
4416,Diabetes mellitus (E10-E14),Diabetes,North Dakota,201,25
4434,Diabetes mellitus (E10-E14),Diabetes,Ohio,3565,27.2
4452,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1103,28.3
4470,Diabetes mellitus (E10-E14),Diabetes,Oregon,1025,24
4488,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3313,20.8
4506,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,195,15.1
4524,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1133,23.9
4542,Diabetes mellitus (E10-E14),Diabetes,South Dakota,216,22.3
4560,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1733,26.4
4578,Diabetes mellitus (E10-E14),Diabetes,Texas,5155,24.9
4596,Diabetes mellitus (E10-E14),Diabetes,United States,70553,22
4614,Diabetes mellitus (E10-E14),Diabetes,Utah,468,23.7
4632,Diabetes mellitus (E10-E14),Diabetes,Vermont,151,21.1
4650,Diabetes mellitus (E10-E14),Diabetes,Virginia,1534,19.8
4668,Diabetes mellitus (E10-E14),Diabetes,Washington,1590,24.1
4686,Diabetes mellitus (E10-E14),Diabetes,West Virginia,753,32.7
4704,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1152,18.2
4722,Diabetes mellitus (E10-E14),Diabetes,Wyoming,130,24.1
4740,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12074,243.3
4758,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,634,150.1
4776,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10385,162.3
4794,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7516,236.1
4812,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,60709,176.2
4830,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6118,142.5
4848,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7355,165.6
4866,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1777,184.3
4884,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1389,244.3
4902,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,42067,170.8
4920,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,15721,199.1
4938,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2313,147.7
4956,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2330,157.1
4974,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,26078,195.1
4992,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13663,201.6
5010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,7284,185.5
5028,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5643,175.4
5046,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10061,225.5
5064,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10347,238.5
5082,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2785,164.6
5100,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11157,195.1
,
5119,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12776,164.1
5137,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24344,220.6
5155,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7367,126.6
5173,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7997,273.2
5191,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14644,219.8
5209,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1975,170.6
5227,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3459,163.2
5245,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4646,202
5263,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2409,166
5281,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,19056,191.6
5299,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3275,161.3
5317,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,49324,225.8
5335,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17335,186.4
5353,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1391,160.8
5371,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27324,206.9
5389,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9767,252
5407,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6519,150.8
5425,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,33308,201.8
5443,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2657,193.6
5461,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,8996,193.4
5479,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1681,167.4
5497,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14661,228.1
5516,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,38384,191.7
5534,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,616828,192.1
5550,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2844,148.7
5568,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1216,166.2
5586,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13675,180.6
5604,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10916,164
5622,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5264,232.5
5640,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11275,172.2
5658,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,937,171.9
5676,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,912,18.7
5694,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,13.2
5712,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1068,16.8
5730,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,846,26.8
5748,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6560,19.2
5766,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,678,15.9
5784,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,694,15.1
5802,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,135,14.4
5820,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,78,13.9
5838,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2300,9.4
5856,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1498,19.8
5874,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,270,17.1
5892,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,206,14
5910,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2672,19.9
5928,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1318,19.5
5946,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,829,20.3
5964,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,743,22.5
5982,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,943,21.6
6000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,894,21
6018,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,263,15.6
6036,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1008,17.9
6054,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1598,20.1
6072,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1853,16.9
6090,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,745,12.5
6108,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,626,21.9
6126,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1414,21.3
6144,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,168,14.6
6162,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,366,17
6180,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,22
6198,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,211,14.6
6216,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1413,14.2
6234,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,351,17.5
6252,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4609,21
6270,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1737,19.1
6288,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,148,17
6306,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2085,15.8
6324,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,938,24.3
6342,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,517,12
6360,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2705,16.3
6378,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,257,18.2
6396,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,727,16.2
6414,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,177,17
6432,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1424,22.7
6450,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3554,18.2
6468,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,56284,17.6
6486,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,343,18
6504,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,10.2
6522,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1324,17.9
6540,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,771,11.6
6558,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,448,20
6576,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1116,16.7
6594,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,123,23.4
6612,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1107,22.3
