10286,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,299,53.7
3857,Diabetes mellitus (E10-E14),Diabetes,Arkansas,890,27.4
3875,Diabetes mellitus (E10-E14),Diabetes,California,6979,19.8
3893,Diabetes mellitus (E10-E14),Diabetes,Colorado,779,17.2
3911,Diabetes mellitus (E10-E14),Diabetes,Connecticut,624,14.5
3929,Diabetes mellitus (E10-E14),Diabetes,Delaware,206,20.8
3947,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,129,22.5
3965,Diabetes mellitus (E10-E14),Diabetes,Florida,4901,20
3983,Diabetes mellitus (E10-E14),Diabetes,Georgia,1582,18.7
4001,Diabetes mellitus (E10-E14),Diabetes,Hawaii,308,19.5
4019,Diabetes mellitus (E10-E14),Diabetes,Idaho,372,24.3
4037,Diabetes mellitus (E10-E14),Diabetes,Illinois,2741,20.6
4055,Diabetes mellitus (E10-E14),Diabetes,Indiana,1646,24.1
4073,Diabetes mellitus (E10-E14),Diabetes,Iowa,702,18.7
4091,Diabetes mellitus (E10-E14),Diabetes,Kansas,635,20.3
4109,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1348,29.3
4127,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1249,27.8
4145,Diabetes mellitus (E10-E14),Diabetes,Maine,350,20.7
4163,Diabetes mellitus (E10-E14),Diabetes,Maryland,1207,20.6
4181,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1007,13.3
4199,Diabetes mellitus (E10-E14),Diabetes,Michigan,2705,24.4
4217,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1021,17.7
4235,Diabetes mellitus (E10-E14),Diabetes,Mississippi,900,29.7
4253,Diabetes mellitus (E10-E14),Diabetes,Missouri,1335,19.8
4271,Diabetes mellitus (E10-E14),Diabetes,Montana,228,19.4
4289,Diabetes mellitus (E10-E14),Diabetes,Nebraska,445,21.8
4307,Diabetes mellitus (E10-E14),Diabetes,Nevada,377,15.5
4325,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,276,18.7
4343,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1959,19.9
4361,Diabetes mellitus (E10-E14),Diabetes,New Mexico,597,28.3
4379,Diabetes mellitus (E10-E14),Diabetes,New York,3723,17.3
4397,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2114,21.5
4415,Diabetes mellitus (E10-E14),Diabetes,North Dakota,214,25.4
4433,Diabetes mellitus (E10-E14),Diabetes,Ohio,3401,25.7
4451,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1146,28.7
4469,Diabetes mellitus (E10-E14),Diabetes,Oregon,1073,24.8
4487,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3254,20.3
4505,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,213,16.6
4523,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1128,23.1
4541,Diabetes mellitus (E10-E14),Diabetes,South Dakota,202,21.1
4559,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1759,26.2
4577,Diabetes mellitus (E10-E14),Diabetes,Texas,4873,22.8
4595,Diabetes mellitus (E10-E14),Diabetes,United States,68705,21.1
4613,Diabetes mellitus (E10-E14),Diabetes,Utah,463,22.6
4631,Diabetes mellitus (E10-E14),Diabetes,Vermont,143,19.2
4649,Diabetes mellitus (E10-E14),Diabetes,Virginia,1560,19.5
4667,Diabetes mellitus (E10-E14),Diabetes,Washington,1554,22.8
4685,Diabetes mellitus (E10-E14),Diabetes,West Virginia,746,32
4703,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1110,17.2
4721,Diabetes mellitus (E10-E14),Diabetes,Wyoming,105,18.1
4739,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12021,238
4757,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,714,158.9
4775,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10273,155.7
4793,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7295,226.1
4811,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,59206,166.9
4829,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6093,136.5
4847,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7105,157.7
4865,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1796,182.3
4883,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1288,224.1
4901,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,41274,163.8
4919,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,16165,198.5
4937,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2363,146.6
4955,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2398,155.7
4973,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,24931,184
4991,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13509,196.7
5009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6938,176.1
5027,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5294,163
5045,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,9728,214.3
5063,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10169,229.9
5081,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2674,156.4
5099,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11210,190.8
5118,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12322,156.1
5136,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,23099,205.5
5154,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7238,122.1
5172,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7530,253.8
5190,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13916,206.1
5208,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1832,154.3
5226,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3277,153.2
5244,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4687,194.7
5262,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2268,153.4
5280,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18086,178.6
5298,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3214,153.6
5316,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,47283,213.2
5334,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17203,179.7
5352,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1431,165.8
5370,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,25453,190
5388,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9202,232.6
5406,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6262,141.2
5424,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,32297,193.8
5442,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2411,173.8
5460,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9068,189.5
5478,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1778,173.3
5496,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14257,216.5
5515,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,38077,184.1
5533,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,599413,182.8
5549,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2813,142.2
5567,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1171,156.1
5585,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13397,172
5603,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10561,153.9
5621,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5038,219.6
5639,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,10834,163.1
5657,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,964,172.1
5675,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,952,19.2
5693,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,12.5
5711,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1058,16.2
5729,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,705,22.1
5747,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6394,18.1
5765,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,658,14.8
5783,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,696,15.4
5801,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,132,13.5
5819,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,73,12.4
5837,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2410,9.9
5855,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1500,19.2
5873,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,291,17.8
5891,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,207,13.6
5909,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2416,17.8
5927,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1191,17.4
5945,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,661,16.6
5963,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,594,18
5981,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1018,22.9
5999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,891,20.7
6017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,251,14.6
6035,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,976,16.9
6053,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1348,17
6071,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1613,14.5
6089,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,618,10.3
6107,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,578,19.9
6125,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1330,19.7
6143,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,176,14.8
6161,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,266,12.3
6179,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,542,23.3
6197,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,13.1
6215,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1309,13
6233,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,344,16.7
6251,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4527,20.5
6269,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1752,18.7
6287,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,138,15.7
6305,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2040,15.4
6323,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,879,22.6
6341,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,507,11.7
6359,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2601,15.6
6377,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,222,16.1
6395,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,759,16.4
6413,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,134,12.9
6431,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1390,21.6
6449,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3387,16.5
6467,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,53692,16.5
6485,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,332,16.3
6503,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,52,7
6521,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1237,16.3
6539,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,728,10.6
6557,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,443,19.7
6575,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,979,14.6
6593,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,142,26.7
6611,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1180,23.4
