10285,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,346,59.8
1930,Malignant neoplasms (C00-C97),Cancer,Alabama,10196,191.7
1948,Malignant neoplasms (C00-C97),Cancer,Alaska,884,176.9
1966,Malignant neoplasms (C00-C97),Cancer,Arizona,10678,154.2
1984,Malignant neoplasms (C00-C97),Cancer,Arkansas,6475,194.7
2002,Malignant neoplasms (C00-C97),Cancer,California,56453,156.9
2020,Malignant neoplasms (C00-C97),Cancer,Colorado,7035,149.5
2038,Malignant neoplasms (C00-C97),Cancer,Connecticut,6954,163.4
2056,Malignant neoplasms (C00-C97),Cancer,Delaware,1909,185.7
2074,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1041,178.3
2092,Malignant neoplasms (C00-C97),Cancer,Florida,41467,165.6
2110,Malignant neoplasms (C00-C97),Cancer,Georgia,15435,174.8
2128,Malignant neoplasms (C00-C97),Cancer,Hawaii,2266,140.9
2146,Malignant neoplasms (C00-C97),Cancer,Idaho,2530,159.9
2164,Malignant neoplasms (C00-C97),Cancer,Illinois,24070,178.6
2182,Malignant neoplasms (C00-C97),Cancer,Indiana,13164,188.6
2200,Malignant neoplasms (C00-C97),Cancer,Iowa,6358,171.9
2218,Malignant neoplasms (C00-C97),Cancer,Kansas,5377,171.3
2236,Malignant neoplasms (C00-C97),Cancer,Kentucky,9930,208.3
2254,Malignant neoplasms (C00-C97),Cancer,Louisiana,9203,197.6
2272,Malignant neoplasms (C00-C97),Cancer,Maine,3248,187.9
2290,Malignant neoplasms (C00-C97),Cancer,Maryland,10269,171.2
2308,Malignant neoplasms (C00-C97),Cancer,Massachusetts,12993,171.3
2326,Malignant neoplasms (C00-C97),Cancer,Michigan,20620,182.9
2344,Malignant neoplasms (C00-C97),Cancer,Minnesota,9612,167.2
2362,Malignant neoplasms (C00-C97),Cancer,Mississippi,6271,201.4
2380,Malignant neoplasms (C00-C97),Cancer,Missouri,12626,185.6
2398,Malignant neoplasms (C00-C97),Cancer,Montana,1923,161
2416,Malignant neoplasms (C00-C97),Cancer,Nebraska,3438,167.4
2434,Malignant neoplasms (C00-C97),Cancer,Nevada,4529,174.2
2452,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2525,167.9
2470,Malignant neoplasms (C00-C97),Cancer,New Jersey,16815,169.5
2488,Malignant neoplasms (C00-C97),Cancer,New Mexico,3358,152.4
2506,Malignant neoplasms (C00-C97),Cancer,New York,35431,163.1
2524,Malignant neoplasms (C00-C97),Cancer,North Carolina,18061,179
2542,Malignant neoplasms (C00-C97),Cancer,North Dakota,1269,157.1
2560,Malignant neoplasms (C00-C97),Cancer,Ohio,25083,187.7
2578,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7831,191.3
2596,Malignant neoplasms (C00-C97),Cancer,Oregon,7638,173.9
2614,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29055,181.6
2632,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2266,178.3
2650,Malignant neoplasms (C00-C97),Cancer,South Carolina,9356,183.6
2668,Malignant neoplasms (C00-C97),Cancer,South Dakota,1655,171
2686,Malignant neoplasms (C00-C97),Cancer,Tennessee,13593,195.7
2704,Malignant neoplasms (C00-C97),Cancer,Texas,36717,165.9
2722,Malignant neoplasms (C00-C97),Cancer,United States,574743,172.8
2740,Malignant neoplasms (C00-C97),Cancer,Utah,2810,133.7
2758,Malignant neoplasms (C00-C97),Cancer,Vermont,1392,183.3
2776,Malignant neoplasms (C00-C97),Cancer,Virginia,14080,172.4
2794,Malignant neoplasms (C00-C97),Cancer,Washington,11874,170.5
2812,Malignant neoplasms (C00-C97),Cancer,West Virginia,4685,198
2830,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11279,174.5
2848,Malignant neoplasms (C00-C97),Cancer,Wyoming,1016,172.6
2866,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2866,55.4
2884,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,176,41.5
2902,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2926,43.1
2920,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1773,53.5
2938,Chronic lower respiratory diseases (J40-J47),CLRD,California,12987,37
2956,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2199,49.7
2974,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1289,29.4
2992,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,441,44
3010,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,147,25.7
3028,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10337,40.1
3046,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3816,46.7
3064,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,296,18
3082,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,727,47
3100,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5231,39.4
3118,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3794,55.3
3136,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1698,44.7
3154,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1580,50
3172,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2779,60
3190,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1939,43.6
3208,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,809,47.4
3226,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2039,35
3244,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2383,31.1
3262,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5079,45.6
3280,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2016,35.1
3298,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1661,55.2
3316,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3557,52.6
3334,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,602,51.3
3352,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1008,48.8
3370,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1186,49.5
3388,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,609,41.7
3406,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3106,31.4
3424,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1022,47.7
3442,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6847,31.4
3460,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4495,46.1
3478,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,356,43.1
3496,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6717,50.5
3514,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2720,67.4
3532,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1971,45.3
3550,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6202,37.9
3568,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,507,38.5
3586,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2264,46.3
3604,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,451,46
3622,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3551,52.7
3640,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,8921,43
3658,Chronic lower respiratory diseases (J40-J47),CLRD,United States,138080,42.2
3676,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,671,33.2
3694,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,335,45.3
3712,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2969,38.1
3730,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2737,40.4
3748,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1482,62.7
3766,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2474,38
3784,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,332,59.5
3802,Diabetes mellitus (E10-E14),Diabetes,Alabama,1302,25
3820,Diabetes mellitus (E10-E14),Diabetes,Alaska,86,19.6
3838,Diabetes mellitus (E10-E14),Diabetes,Arizona,1389,20.3
3856,Diabetes mellitus (E10-E14),Diabetes,Arkansas,850,25.8
3874,Diabetes mellitus (E10-E14),Diabetes,California,7061,19.7
3892,Diabetes mellitus (E10-E14),Diabetes,Colorado,721,15.2
3910,Diabetes mellitus (E10-E14),Diabetes,Connecticut,662,15.4
3928,Diabetes mellitus (E10-E14),Diabetes,Delaware,196,19.2
3946,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,145,24.9
3964,Diabetes mellitus (E10-E14),Diabetes,Florida,5024,20.1
3982,Diabetes mellitus (E10-E14),Diabetes,Georgia,1996,23.1
4000,Diabetes mellitus (E10-E14),Diabetes,Hawaii,272,16.6
4018,Diabetes mellitus (E10-E14),Diabetes,Idaho,353,22.5
4036,Diabetes mellitus (E10-E14),Diabetes,Illinois,2507,18.5
4054,Diabetes mellitus (E10-E14),Diabetes,Indiana,1587,22.7
4072,Diabetes mellitus (E10-E14),Diabetes,Iowa,733,19.3
4090,Diabetes mellitus (E10-E14),Diabetes,Kansas,655,20.6
4108,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1212,26
4126,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1205,26.4
4144,Diabetes mellitus (E10-E14),Diabetes,Maine,376,21.8
4162,Diabetes mellitus (E10-E14),Diabetes,Maryland,1191,19.9
4180,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1028,13.3
4198,Diabetes mellitus (E10-E14),Diabetes,Michigan,2697,24
4216,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1037,17.7
4234,Diabetes mellitus (E10-E14),Diabetes,Mississippi,926,30.3
4252,Diabetes mellitus (E10-E14),Diabetes,Missouri,1425,21.2
4270,Diabetes mellitus (E10-E14),Diabetes,Montana,227,19.1
4288,Diabetes mellitus (E10-E14),Diabetes,Nebraska,452,21.7
4306,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,13.8
4324,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,236,16.1
4342,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2098,21
4360,Diabetes mellitus (E10-E14),Diabetes,New Mexico,643,29.8
4378,Diabetes mellitus (E10-E14),Diabetes,New York,3642,16.7
4396,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2042,20.5
4414,Diabetes mellitus (E10-E14),Diabetes,North Dakota,192,22.2
4432,Diabetes mellitus (E10-E14),Diabetes,Ohio,3470,25.8
4450,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1089,26.9
4468,Diabetes mellitus (E10-E14),Diabetes,Oregon,1052,23.7
4486,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3242,20
4504,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,211,16
4522,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1128,22.6
4540,Diabetes mellitus (E10-E14),Diabetes,South Dakota,240,24.5
4558,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1687,24.7
4576,Diabetes mellitus (E10-E14),Diabetes,Texas,4744,21.6
4594,Diabetes mellitus (E10-E14),Diabetes,United States,69071,20.8
4612,Diabetes mellitus (E10-E14),Diabetes,Utah,471,22.7
4630,Diabetes mellitus (E10-E14),Diabetes,Vermont,151,20.7
4648,Diabetes mellitus (E10-E14),Diabetes,Virginia,1530,18.8
4666,Diabetes mellitus (E10-E14),Diabetes,Washington,1499,21.6
4684,Diabetes mellitus (E10-E14),Diabetes,West Virginia,776,32.9
4702,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1158,17.7
4720,Diabetes mellitus (E10-E14),Diabetes,Wyoming,105,18.5
4738,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12083,236
4756,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,707,151.5
4774,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,9954,146.7
4792,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7274,222.5
4810,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,58641,161.9
4828,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6038,132.8
4846,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7127,155.7
4864,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1776,175.7
4882,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1306,222.4
4900,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,41737,162.3
4918,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,15987,192.6
4936,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2239,134.7
4954,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2495,159.3
4972,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,24959,181.7
4990,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13388,191.8
5008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6880,173.3
5026,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5433,164.9
5044,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,9662,210.1
5062,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10282,229.4
5080,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2628,151.1
5098,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,10915,182.2
5117,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12043,150
5135,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,23326,204.3
5153,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7185,119.4
5171,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7542,251.1
5189,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13840,201.8
5207,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1849,154.2
5225,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3355,154.2
5243,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4811,197.3
5261,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2290,152.7
5279,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18730,182
5297,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3224,151.2
5315,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44981,200
5333,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17154,174.9
5351,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1395,158
5369,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,26164,192.4
5387,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9426,235.2
5405,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6198,137.9
5423,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,31556,187
5441,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2322,167.1
5459,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9295,189.9
5477,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1616,155.2
5495,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14582,217.4
5514,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,38253,181.1
5532,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,597689,179.1
5548,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2889,143.2
5566,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1172,153.6
5584,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13404,168.5
5602,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10602,151.5
5620,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4897,211.2
5638,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11115,165.1
5656,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,962,169.8
5674,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,18.7
5692,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,64,15.8
5710,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,768,11.4
5728,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,647,19.9
5746,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5882,16.4
5764,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,550,12.3
5782,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,568,12.1
5800,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,138,13.8
5818,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,80,13.5
5836,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2259,8.9
5854,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1456,18.3
5872,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,289,17
5890,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,208,13.5
5908,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2212,16.1
5926,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1175,16.9
5944,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,560,13.7
5962,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,550,16.4
5980,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,943,21
5998,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,878,20.2
6016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,234,13.4
6034,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,925,15.7
6052,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1291,16
6070,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1529,13.6
6088,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,595,9.7
6106,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,567,19.2
6124,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1188,17.4
6142,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,168,13.6
6160,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,266,11.9
6178,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,471,19.8
6196,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,191,12.6
6214,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1128,11
6232,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,294,14.2
6250,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4642,20.6
6268,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1700,17.7
6286,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,128,13.9
6304,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1975,14.6
6322,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,778,19.7
6340,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,417,9.2
6358,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2324,13.6
6376,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,197,13.8
6394,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,15.9
6412,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,169,15.8
6430,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1352,20.5
6448,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3022,14.6
6466,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,50097,15.1
6484,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,348,17.1
6502,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,60,8
6520,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1195,15.5
6538,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,578,8.3
6556,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,436,19
6574,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,904,13.3
6592,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,109,19.5
6610,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1184,23.1
