10293,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,289,58.1
1236,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2398,19.3
1254,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1475,24.3
1272,Alzheimer's disease (G30),Alzheimer's disease,Iowa,899,22.6
1290,Alzheimer's disease (G30),Alzheimer's disease,Kansas,755,24.1
1308,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1013,26.3
1326,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1111,28.5
1344,Alzheimer's disease (G30),Alzheimer's disease,Maine,513,33.6
1362,Alzheimer's disease (G30),Alzheimer's disease,Maryland,866,18.4
1380,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1570,21.2
1398,Alzheimer's disease (G30),Alzheimer's disease,Michigan,1958,20
1416,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1192,22.3
1434,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,574,21.6
1452,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1187,19
1470,Alzheimer's disease (G30),Alzheimer's disease,Montana,285,27.9
1488,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,460,22.3
1506,Alzheimer's disease (G30),Alzheimer's disease,Nevada,253,17.3
1524,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,311,25.6
1542,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1522,16.7
1560,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,325,19.9
1578,Alzheimer's disease (G30),Alzheimer's disease,New York,1803,8.9
1596,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,1962,26.6
1614,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,294,33.7
1632,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2599,21.7
1650,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,754,21.1
1668,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1124,29.6
1686,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2823,17.8
1704,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,264,19.5
1722,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,967,27.1
1740,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,167,17
1758,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,1299,24
1776,Alzheimer's disease (G30),Alzheimer's disease,Texas,3793,23.9
1794,Alzheimer's disease (G30),Alzheimer's disease,United States,58866,20.8
1812,Alzheimer's disease (G30),Alzheimer's disease,Utah,303,19.9
1830,Alzheimer's disease (G30),Alzheimer's disease,Vermont,163,25.2
1848,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1368,22.4
1866,Alzheimer's disease (G30),Alzheimer's disease,Washington,2195,39
1884,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,405,19.2
1902,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1344,22
1920,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,122,27
1938,Malignant neoplasms (C00-C97),Cancer,Alabama,9698,208.3
1956,Malignant neoplasms (C00-C97),Cancer,Alaska,715,189.8
1974,Malignant neoplasms (C00-C97),Cancer,Arizona,9359,173.2
1992,Malignant neoplasms (C00-C97),Cancer,Arkansas,6282,212.8
2010,Malignant neoplasms (C00-C97),Cancer,California,54143,177.3
2028,Malignant neoplasms (C00-C97),Cancer,Colorado,6384,173.7
2046,Malignant neoplasms (C00-C97),Cancer,Connecticut,7163,186.3
2064,Malignant neoplasms (C00-C97),Cancer,Delaware,1621,194.8
2082,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1298,231.8
2100,Malignant neoplasms (C00-C97),Cancer,Florida,39140,183.8
2118,Malignant neoplasms (C00-C97),Cancer,Georgia,13975,200
2136,Malignant neoplasms (C00-C97),Cancer,Hawaii,1945,147.2
2154,Malignant neoplasms (C00-C97),Cancer,Idaho,2138,172.3
2172,Malignant neoplasms (C00-C97),Cancer,Illinois,24737,202.8
2190,Malignant neoplasms (C00-C97),Cancer,Indiana,12865,209.7
2208,Malignant neoplasms (C00-C97),Cancer,Iowa,6473,189.3
2226,Malignant neoplasms (C00-C97),Cancer,Kansas,5362,188.7
2244,Malignant neoplasms (C00-C97),Cancer,Kentucky,9438,228.6
2262,Malignant neoplasms (C00-C97),Cancer,Louisiana,9441,222.8
2280,Malignant neoplasms (C00-C97),Cancer,Maine,3206,214.9
2298,Malignant neoplasms (C00-C97),Cancer,Maryland,10395,202.2
2316,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13914,201.4
2334,Malignant neoplasms (C00-C97),Cancer,Michigan,19985,199.9
2352,Malignant neoplasms (C00-C97),Cancer,Minnesota,9210,185.3
2370,Malignant neoplasms (C00-C97),Cancer,Mississippi,6069,218.8
2388,Malignant neoplasms (C00-C97),Cancer,Missouri,12322,204.1
2406,Malignant neoplasms (C00-C97),Cancer,Montana,1911,191.1
2424,Malignant neoplasms (C00-C97),Cancer,Nebraska,3433,186.1
2442,Malignant neoplasms (C00-C97),Cancer,Nevada,3937,201.3
2460,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2529,201.8
2478,Malignant neoplasms (C00-C97),Cancer,New Jersey,17827,198.1
2496,Malignant neoplasms (C00-C97),Cancer,New Mexico,3067,173.2
2514,Malignant neoplasms (C00-C97),Cancer,New York,36661,184.4
2532,Malignant neoplasms (C00-C97),Cancer,North Carolina,16210,199.9
2550,Malignant neoplasms (C00-C97),Cancer,North Dakota,1293,175.5
2568,Malignant neoplasms (C00-C97),Cancer,Ohio,25173,209
2586,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7474,205.7
2604,Malignant neoplasms (C00-C97),Cancer,Oregon,7249,197.3
2622,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29849,201.9
2640,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2404,199.3
2658,Malignant neoplasms (C00-C97),Cancer,South Carolina,8333,205.8
2676,Malignant neoplasms (C00-C97),Cancer,South Dakota,1562,183.3
2694,Malignant neoplasms (C00-C97),Cancer,Tennessee,12518,214.6
2712,Malignant neoplasms (C00-C97),Cancer,Texas,34164,192.2
2730,Malignant neoplasms (C00-C97),Cancer,United States,557271,194.3
2748,Malignant neoplasms (C00-C97),Cancer,Utah,2376,144.4
2766,Malignant neoplasms (C00-C97),Cancer,Vermont,1224,188.3
2784,Malignant neoplasms (C00-C97),Cancer,Virginia,13602,200
2802,Malignant neoplasms (C00-C97),Cancer,Washington,10858,190.6
2820,Malignant neoplasms (C00-C97),Cancer,West Virginia,4652,215.2
2838,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10828,189.6
2856,Malignant neoplasms (C00-C97),Cancer,Wyoming,859,177.1
2874,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2328,50.7
2892,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,142,47.5
2910,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2575,48.4
2928,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1441,48.5
2946,Chronic lower respiratory diseases (J40-J47),CLRD,California,12684,42.6
2964,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1848,53
2982,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1453,36.9
3000,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,350,43.3
3018,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,133,23.7
3036,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,9062,40.9
3054,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3163,48.1
3072,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,265,20
3090,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,595,48.7
3108,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,4827,39.6
3126,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3138,51.5
3144,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1580,44.4
3162,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1367,47.2
3180,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2401,59.3
3198,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1696,41.2
3216,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,791,52.9
3234,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1944,39.4
3252,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2745,38.9
3270,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4431,44.8
3288,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1971,39.2
3306,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1378,50.3
3324,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2867,47.2
3342,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,576,57.8
3360,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,934,49.1
3378,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1174,65.9
3396,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,577,47.4
3414,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2885,32
3432,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,857,49.7
3450,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6966,34.9
3468,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3674,46.6
3486,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,322,41.8
3504,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6063,50.2
3522,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1988,54.8
3540,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1845,50.2
3558,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6017,39.3
3576,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,41.5
3594,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1889,48.1
3612,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,383,43.2
3630,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3011,52.7
3648,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,7720,45.7
3666,Chronic lower respiratory diseases (J40-J47),CLRD,United States,124816,43.9
3684,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,603,38.1
3702,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,276,43.1
3720,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2752,42.2
3738,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2721,48.6
3756,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1228,56.6
3774,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2335,40.2
3792,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,324,68.7
3810,Diabetes mellitus (E10-E14),Diabetes,Alabama,1486,32.3
3828,Diabetes mellitus (E10-E14),Diabetes,Alaska,86,22
3846,Diabetes mellitus (E10-E14),Diabetes,Arizona,1231,23
3864,Diabetes mellitus (E10-E14),Diabetes,Arkansas,793,27
3882,Diabetes mellitus (E10-E14),Diabetes,California,6807,22.5
3900,Diabetes mellitus (E10-E14),Diabetes,Colorado,659,18
3918,Diabetes mellitus (E10-E14),Diabetes,Connecticut,675,17.3
3936,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,26.1
3954,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,191,34.1
3972,Diabetes mellitus (E10-E14),Diabetes,Florida,4583,21.5
3990,Diabetes mellitus (E10-E14),Diabetes,Georgia,1576,23.1
4008,Diabetes mellitus (E10-E14),Diabetes,Hawaii,204,15.5
4026,Diabetes mellitus (E10-E14),Diabetes,Idaho,322,26.1
4044,Diabetes mellitus (E10-E14),Diabetes,Illinois,3011,24.6
4062,Diabetes mellitus (E10-E14),Diabetes,Indiana,1688,27.6
4080,Diabetes mellitus (E10-E14),Diabetes,Iowa,734,20.8
4098,Diabetes mellitus (E10-E14),Diabetes,Kansas,765,26.4
4116,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1265,31.1
4134,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1774,42.3
4152,Diabetes mellitus (E10-E14),Diabetes,Maine,404,27.1
4170,Diabetes mellitus (E10-E14),Diabetes,Maryland,1519,30.1
4188,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1423,20.4
4206,Diabetes mellitus (E10-E14),Diabetes,Michigan,2785,28
4224,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1317,26
4242,Diabetes mellitus (E10-E14),Diabetes,Mississippi,671,24.4
4260,Diabetes mellitus (E10-E14),Diabetes,Missouri,1625,26.8
4278,Diabetes mellitus (E10-E14),Diabetes,Montana,210,21.1
4296,Diabetes mellitus (E10-E14),Diabetes,Nebraska,393,20.8
4314,Diabetes mellitus (E10-E14),Diabetes,Nevada,343,17.5
4332,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,311,25
4350,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2532,28.1
4368,Diabetes mellitus (E10-E14),Diabetes,New Mexico,582,33
4386,Diabetes mellitus (E10-E14),Diabetes,New York,3934,19.7
4404,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2205,27.6
4422,Diabetes mellitus (E10-E14),Diabetes,North Dakota,214,27.1
4440,Diabetes mellitus (E10-E14),Diabetes,Ohio,3846,32
4458,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1064,29.5
4476,Diabetes mellitus (E10-E14),Diabetes,Oregon,1041,28.2
4494,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3708,24.8
4512,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,263,21.5
4530,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1112,27.8
4548,Diabetes mellitus (E10-E14),Diabetes,South Dakota,195,22.8
4566,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1749,30.5
4584,Diabetes mellitus (E10-E14),Diabetes,Texas,5654,32.3
4602,Diabetes mellitus (E10-E14),Diabetes,United States,73249,25.6
4620,Diabetes mellitus (E10-E14),Diabetes,Utah,514,31.8
4638,Diabetes mellitus (E10-E14),Diabetes,Vermont,174,27
4656,Diabetes mellitus (E10-E14),Diabetes,Virginia,1558,23.2
4674,Diabetes mellitus (E10-E14),Diabetes,Washington,1494,26.3
4692,Diabetes mellitus (E10-E14),Diabetes,West Virginia,846,39.5
4710,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1353,23.4
4728,Diabetes mellitus (E10-E14),Diabetes,Wyoming,145,30.5
4746,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13197,291.3
4764,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,567,169.3
4782,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10852,207.9
4800,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8330,282.8
4818,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,68797,230.4
4836,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6425,182.7
4854,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,8815,219.3
4872,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1918,239.9
4890,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1666,296.6
4908,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,49235,226.1
4926,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17529,265.8
4944,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2512,191.8
4962,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2532,205.2
4980,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,30821,250.2
4998,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,15321,250.9
5016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,8181,221.5
5034,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,6680,223.2
5052,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,11696,292.2
5070,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11185,272.4
5088,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3170,210.6
5106,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12008,242.4
5125,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,14736,205.5
5143,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,26659,269.6
5161,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8602,165.9
5179,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9061,332.6
5197,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16708,272.7
5215,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1944,192.8
5233,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4242,215.5
5251,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4421,247.5
5269,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2776,225
5287,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22510,248.6
5305,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3360,196.4
5323,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56672,281.4
5341,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18524,237.6
5359,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1623,203.1
5377,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,31388,261.2
5395,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,11230,311.3
5413,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,7262,194.2
5431,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,38852,254.7
5449,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3109,243.6
5467,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9659,249.4
5485,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1937,212.1
5503,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,16226,287.3
5522,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43452,256.3
5540,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,696947,244.6
5556,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2977,188.6
5574,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1370,212
5592,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14952,230
5610,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11141,196.4
5628,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,6189,291.2
5646,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,12923,218.8
5664,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1005,214.5
5682,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1218,27.4
5700,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,19.5
5718,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1319,25.6
5736,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,776,26.4
5754,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8128,27.5
5772,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,752,21.9
5790,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,888,21.5
5808,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,168,21.4
5826,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,81,14.5
5844,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3290,15.1
5862,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1791,28.5
5880,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,246,18.9
5898,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,265,21.7
5916,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2940,23.7
5934,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1360,22.3
5952,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,942,24.4
5970,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,698,22.7
5988,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1236,31.5
6006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,956,24
6024,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,317,20.9
6042,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1121,23.1
6060,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,2087,28.6
6078,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,2029,20.6
6096,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,900,16.9
6114,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,801,29.8
6132,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1619,26.2
6150,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,255,25.2
6168,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,418,20.6
6186,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,368,22.5
6204,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,237,19.4
6222,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1973,21.8
6240,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,372,22.3
6258,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5368,26.6
6276,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1898,25.1
6294,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,162,18.7
6312,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2487,20.8
6330,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,914,25.5
6348,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,666,17.7
6366,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2957,19.1
6384,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,319,24.4
6402,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,910,24.6
6420,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,240,25.4
6438,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1710,31
6456,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3673,22.3
6474,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,65681,23.2
6492,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,424,27.4
6510,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,111,17.1
6528,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1480,23.7
6546,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,907,16
6564,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,427,20.3
6582,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1291,21.4
6600,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,135,29.4
6618,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1032,22.8
