10280,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,400,65.8
4049,Diabetes mellitus (E10-E14),Diabetes,Indiana,2030,26.9
4067,Diabetes mellitus (E10-E14),Diabetes,Iowa,1077,26.7
4085,Diabetes mellitus (E10-E14),Diabetes,Kansas,684,20.2
4103,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1458,28.2
4121,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1199,23.5
4139,Diabetes mellitus (E10-E14),Diabetes,Maine,407,21.9
4157,Diabetes mellitus (E10-E14),Diabetes,Maryland,1243,18.3
4175,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1398,16.7
4193,Diabetes mellitus (E10-E14),Diabetes,Michigan,2751,22.5
4211,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1221,18.6
4229,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1092,32.4
4247,Diabetes mellitus (E10-E14),Diabetes,Missouri,1468,19.7
4265,Diabetes mellitus (E10-E14),Diabetes,Montana,321,24.5
4283,Diabetes mellitus (E10-E14),Diabetes,Nebraska,553,24.8
4301,Diabetes mellitus (E10-E14),Diabetes,Nevada,420,13.4
4319,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,308,17.9
4337,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1933,17.9
4355,Diabetes mellitus (E10-E14),Diabetes,New Mexico,608,24.9
4373,Diabetes mellitus (E10-E14),Diabetes,New York,4045,17.1
4391,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2746,23.6
4409,Diabetes mellitus (E10-E14),Diabetes,North Dakota,195,22.6
4427,Diabetes mellitus (E10-E14),Diabetes,Ohio,3645,25.3
4445,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1442,32.4
4463,Diabetes mellitus (E10-E14),Diabetes,Oregon,1148,22.9
4481,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3777,22.1
4499,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,276,20.2
4517,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1347,23.4
4535,Diabetes mellitus (E10-E14),Diabetes,South Dakota,282,26.3
4553,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1798,23.4
4571,Diabetes mellitus (E10-E14),Diabetes,Texas,5521,21.2
4589,Diabetes mellitus (E10-E14),Diabetes,United States,79535,21.3
4607,Diabetes mellitus (E10-E14),Diabetes,Utah,604,24.6
4625,Diabetes mellitus (E10-E14),Diabetes,Vermont,159,19.8
4643,Diabetes mellitus (E10-E14),Diabetes,Virginia,2044,21.9
4661,Diabetes mellitus (E10-E14),Diabetes,Washington,1811,22.4
4679,Diabetes mellitus (E10-E14),Diabetes,West Virginia,784,31.7
4697,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1382,19.4
4715,Diabetes mellitus (E10-E14),Diabetes,Wyoming,136,20.8
4733,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12981,229.7
4751,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,846,154.1
4769,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,11458,138.8
4787,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7938,223.2
4805,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,61289,145.6
4823,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7009,128.4
4841,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7205,147.8
4859,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1940,165.2
4877,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1217,187.6
4895,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,45441,149.8
4913,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17769,180.2
4931,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2605,135.6
4949,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2825,156.4
4967,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25652,171.5
4985,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13948,182.3
5003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6813,160.9
5021,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5624,158.5
5039,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10077,197.8
5057,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10665,212.1
5075,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3009,157.3
5093,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11481,169.3
5111,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12130,138.5
5130,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24794,198.9
5148,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7844,116.6
5166,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7969,240.5
5184,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14808,197.9
5202,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2104,155.8
5220,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3591,154.5
5238,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,6114,200.9
5256,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2571,149
5274,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18647,166.7
5292,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3508,142.4
5310,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44450,181.6
5328,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18474,162.4
5346,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1323,142.4
5364,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,28069,191.7
5382,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10310,234
5400,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6859,136.1
5418,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,32042,177.8
5436,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2371,160.4
5454,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,10092,177.8
5472,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1711,150.9
5490,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15730,207.3
5509,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43298,171.6
5527,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,633842,168.5
5545,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3598,152.9
5561,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1311,152.5
5579,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14077,154.2
5597,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11025,137.6
5615,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4727,191.3
5633,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11473,156
5651,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1030,159.4
5669,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1097,19.5
5687,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,41,8.4
5705,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,775,9.5
5723,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,700,20
5741,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6188,14.8
5759,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,659,12.3
5777,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,667,13.6
5795,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,189,16.1
5813,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,104,16.2
5831,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2676,8.9
5849,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1467,15.5
5867,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,557,27.4
5885,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,218,12.4
5903,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2343,15.7
5921,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1044,13.9
5939,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,618,14.2
5957,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,682,18.9
5975,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,967,19.3
5993,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,753,15.3
6011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,333,17.6
6029,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1176,17.7
6047,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1512,17.1
6065,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1894,15.2
6083,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,738,10.9
6101,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,791,24
6119,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1337,17.9
6137,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,183,13.7
6155,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,397,16.9
6173,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,630,21.3
6191,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,275,16.1
6209,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1402,12.5
6227,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,322,13.6
6245,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4881,20
6263,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,2115,18.7
6281,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,172,17.7
6299,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2445,16.6
6317,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,717,16.5
6335,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,453,9
6353,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2899,15.9
6371,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,246,16.2
6389,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,848,15.3
6407,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,213,18.2
6425,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1723,23.3
6443,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3214,13
6461,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,57062,15.2
6479,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,372,15.7
6497,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,85,10
6515,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1416,15.7
6533,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,851,10.7
6551,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,526,21.2
6569,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1052,14.2
6587,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,99,16
6605,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1040,18.4
