10281,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,361,60.9
2430,Malignant neoplasms (C00-C97),Cancer,Nevada,5015,164.5
2448,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2698,160.4
2466,Malignant neoplasms (C00-C97),Cancer,New Jersey,16591,156.1
2484,Malignant neoplasms (C00-C97),Cancer,New Mexico,3478,142.4
2502,Malignant neoplasms (C00-C97),Cancer,New York,35392,151.8
2520,Malignant neoplasms (C00-C97),Cancer,North Carolina,19342,169.3
2538,Malignant neoplasms (C00-C97),Cancer,North Dakota,1304,152.3
2556,Malignant neoplasms (C00-C97),Cancer,Ohio,25433,177.8
2574,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7934,179.9
2592,Malignant neoplasms (C00-C97),Cancer,Oregon,7863,160.2
2610,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,28692,169.6
2628,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2242,167
2646,Malignant neoplasms (C00-C97),Cancer,South Carolina,9930,171.4
2664,Malignant neoplasms (C00-C97),Cancer,South Dakota,1698,163.4
2682,Malignant neoplasms (C00-C97),Cancer,Tennessee,14173,184.2
2700,Malignant neoplasms (C00-C97),Cancer,Texas,38847,152.9
2718,Malignant neoplasms (C00-C97),Cancer,United States,591700,161.2
2736,Malignant neoplasms (C00-C97),Cancer,Utah,3043,127.4
2754,Malignant neoplasms (C00-C97),Cancer,Vermont,1379,167.9
2772,Malignant neoplasms (C00-C97),Cancer,Virginia,14749,161.5
2790,Malignant neoplasms (C00-C97),Cancer,Washington,12205,155.5
2808,Malignant neoplasms (C00-C97),Cancer,West Virginia,4880,195.1
2826,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11393,161.8
2844,Malignant neoplasms (C00-C97),Cancer,Wyoming,922,140.7
2862,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3050,53.6
2880,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,192,38.8
2898,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3396,42.2
2916,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2092,58.9
2934,Chronic lower respiratory diseases (J40-J47),CLRD,California,12780,32
2952,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2451,47.2
2970,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1368,30.2
2988,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,458,40.2
3006,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,136,21.9
3024,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11178,38
3042,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4332,45.6
3060,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,313,17.1
3078,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,819,45.8
3096,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5631,39.2
3114,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4029,54
3132,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1915,47.7
3150,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1673,49.2
3168,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214,63.8
3186,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2237,45.5
3204,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,896,48.1
3222,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1909,29.4
3240,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2592,31.4
3258,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5345,44.2
3276,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277,36
3294,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1738,52.2
3312,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3762,51.4
3330,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,668,50.3
3348,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1123,50.6
3366,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.9
3384,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680,41.3
3402,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3046,28.5
3420,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127,46.4
3438,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6806,29.1
3456,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5023,45.1
3474,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,317,36.1
3492,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6765,47.2
3510,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772,63.3
3528,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1955,40.1
3546,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6422,37
3564,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,505,36
3582,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2715,48.2
3600,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,441,40.8
3618,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3969,52.5
3636,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,9668,40.5
3654,Chronic lower respiratory diseases (J40-J47),CLRD,United States,147101,40.5
3672,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,757,32.6
3690,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,333,41.2
3708,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3108,35.3
3726,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2916,37.9
3744,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1578,63
3762,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2759,39.3
3780,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343,55
3798,Diabetes mellitus (E10-E14),Diabetes,Alabama,1281,22.8
3816,Diabetes mellitus (E10-E14),Diabetes,Alaska,113,19.4
3834,Diabetes mellitus (E10-E14),Diabetes,Arizona,1936,24.3
3852,Diabetes mellitus (E10-E14),Diabetes,Arkansas,828,24
3870,Diabetes mellitus (E10-E14),Diabetes,California,8249,20.4
3888,Diabetes mellitus (E10-E14),Diabetes,Colorado,835,15.5
3906,Diabetes mellitus (E10-E14),Diabetes,Connecticut,685,14.9
3924,Diabetes mellitus (E10-E14),Diabetes,Delaware,226,19.8
3942,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,119,18.8
3960,Diabetes mellitus (E10-E14),Diabetes,Florida,5371,19.2
3978,Diabetes mellitus (E10-E14),Diabetes,Georgia,2230,22.3
3996,Diabetes mellitus (E10-E14),Diabetes,Hawaii,276,15.4
4014,Diabetes mellitus (E10-E14),Diabetes,Idaho,409,22.9
4032,Diabetes mellitus (E10-E14),Diabetes,Illinois,2712,18.7
4050,Diabetes mellitus (E10-E14),Diabetes,Indiana,1819,24.4
4068,Diabetes mellitus (E10-E14),Diabetes,Iowa,1019,25.6
4086,Diabetes mellitus (E10-E14),Diabetes,Kansas,643,19.2
4104,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1175,23.4
4122,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1238,24.8
4140,Diabetes mellitus (E10-E14),Diabetes,Maine,414,22.4
4158,Diabetes mellitus (E10-E14),Diabetes,Maryland,1305,19.8
4176,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1202,14.5
4194,Diabetes mellitus (E10-E14),Diabetes,Michigan,2844,23.7
4212,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1193,18.7
4230,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1015,30.4
4248,Diabetes mellitus (E10-E14),Diabetes,Missouri,1423,19.4
4266,Diabetes mellitus (E10-E14),Diabetes,Montana,250,19.2
4284,Diabetes mellitus (E10-E14),Diabetes,Nebraska,473,21.5
4302,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,11.4
4320,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,18
4338,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2062,19.3
4356,Diabetes mellitus (E10-E14),Diabetes,New Mexico,671,27.5
4374,Diabetes mellitus (E10-E14),Diabetes,New York,4064,17.4
4392,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2687,23.7
4410,Diabetes mellitus (E10-E14),Diabetes,North Dakota,176,19.9
4428,Diabetes mellitus (E10-E14),Diabetes,Ohio,3641,25.7
4446,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1261,29.1
4464,Diabetes mellitus (E10-E14),Diabetes,Oregon,1083,22.4
4482,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3765,22
4500,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,252,18.3
4518,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1239,21.8
4536,Diabetes mellitus (E10-E14),Diabetes,South Dakota,224,21.3
4554,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1727,23.2
4572,Diabetes mellitus (E10-E14),Diabetes,Texas,5348,21.3
4590,Diabetes mellitus (E10-E14),Diabetes,United States,76488,20.9
4608,Diabetes mellitus (E10-E14),Diabetes,Utah,570,24.3
4626,Diabetes mellitus (E10-E14),Diabetes,Vermont,154,18.7
4644,Diabetes mellitus (E10-E14),Diabetes,Virginia,1683,18.5
4662,Diabetes mellitus (E10-E14),Diabetes,Washington,1668,21.2
4680,Diabetes mellitus (E10-E14),Diabetes,West Virginia,818,33.3
4698,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1352,19.1
4716,Diabetes mellitus (E10-E14),Diabetes,Wyoming,110,17.6
4734,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12461,224
4752,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,782,146.6
4770,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10805,136.4
4788,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7581,217.5
4806,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,58189,142.2
4824,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6900,130.3
4842,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7018,145.6
4860,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1921,168.7
4878,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1324,207.8
4896,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,44511,151.3
4914,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17107,179.7
4932,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2528,136.7
4950,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2676,152.8
4968,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25024,169.7
4986,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13764,182.7
5004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6615,157.3
5022,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5479,157.4
5040,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10013,200.5
5058,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10647,216.3
5076,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2776,147.9
5094,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11135,167.8
5112,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,11817,137.1
5131,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24692,200.9
5149,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7659,116.5
5167,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7538,229.9
5185,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14338,194.7
5203,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1957,147.8
5221,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3296,143
5239,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5761,197.2
5257,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2464,147.9
5275,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18319,166.3
5293,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3424,143.3
5311,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43116,178.3
5329,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17592,158.7
5347,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1381,149.2
5365,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27000,186.4
5383,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9868,228.1
5401,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6524,132.1
5419,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,31353,175.8
5437,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2341,160.8
5455,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9964,181.1
5473,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1704,154.6
5491,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15223,205.6
5510,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,41479,169.9
5528,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,614348,167
5546,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3431,151
5562,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1311,156.6
5580,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13874,156.1
5598,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10710,137.2
5616,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4692,192.9
5634,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11229,155.1
5652,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1035,162.2
5670,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1031,18.8
5688,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,68,14.1
5706,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,779,10
5724,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,710,20.7
5742,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5970,14.7
5760,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,701,13.3
5778,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,644,13.3
5796,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,156,13.8
5814,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,74,11.5
5832,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2719,9.6
5850,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1510,16.2
5868,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,438,22.6
5886,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,200,11.3
5904,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2485,16.8
5922,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1063,14.3
5940,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,582,13.7
5958,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,637,18.2
5976,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1017,20.8
5994,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,854,17.5
6012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,258,13.7
6030,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1019,15.6
6048,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1370,15.8
6066,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1875,15.5
6084,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,638,9.8
6102,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,763,23.5
6120,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1321,18.1
6138,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,179,13.7
6156,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,351,15.1
6174,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,687,23.8
6192,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,11.5
6210,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1234,11.3
6228,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,376,16.1
6246,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4702,19.5
6264,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1874,17.2
6282,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,174,18.5
6300,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2443,16.9
6318,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,723,16.8
6336,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,450,9.1
6354,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2541,14.2
6372,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,176,11.7
6390,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751,13.9
6408,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181,16.2
6426,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1602,22.1
6444,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3452,14.2
6462,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,55227,15.1
6480,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,366,16.2
6498,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,9.3
6516,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1498,17.1
6534,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,729,9.4
6552,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,473,19.6
6570,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1002,13.8
6588,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,18.1
6606,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1011,18.2
